county,todays_date,previous_days_covid_confirmed_patients,previous_days_suspected_covid_patients,previous_days_conversion_covid_patients,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
Tulare,2020-04-06,,,,12.0,24.0,,,8.0,3.0,16.0
Trinity,2020-04-06,,,,0.0,0.0,,,0.0,0.0,
Calaveras,2020-04-06,,,,0.0,0.0,,,0.0,0.0,6.0
Yuba,2020-04-07,,,,2.0,25.0,,,1.0,5.0,6.0
Los Angeles,2020-04-07,,,,1217.0,1338.0,,,507.0,162.0,593.0
Kings,2020-04-07,,,,3.0,4.0,,,2.0,0.0,3.0
Fresno,2020-04-07,,,,20.0,82.0,,,11.0,13.0,50.0
Tuolumne,2020-04-07,,,,0.0,0.0,,,0.0,0.0,0.0
Riverside,2020-04-07,,,,129.0,207.0,,,57.0,57.0,129.0
Alameda,2020-04-07,,,,71.0,82.0,,,38.0,25.0,89.0
Lassen,2020-04-07,,,,0.0,1.0,,,0.0,0.0,
San Francisco,2020-04-07,,,,88.0,116.0,,,36.0,9.0,57.0
Santa Barbara,2020-04-07,,,,41.0,8.0,,,23.0,1.0,48.0
Nevada,2020-04-07,,,,1.0,4.0,,,1.0,2.0,3.0
San Mateo,2020-04-07,,,,63.0,13.0,,,26.0,2.0,35.0
Sacramento,2020-04-07,,,,74.0,91.0,,,28.0,18.0,72.0
Butte,2020-04-07,,,,1.0,14.0,,,1.0,5.0,6.0
Humboldt,2020-04-04,,,,1.0,3.0,,,0.0,0.0,5.0
Plumas,2020-04-05,,,,0.0,0.0,,,0.0,0.0,
Madera,2020-04-05,,,,0.0,1.0,,,0.0,0.0,8.0
Contra Costa,2020-04-12,,,,46.0,32.0,,,16.0,3.0,64.0
San Mateo,2020-04-12,,,,46.0,31.0,,,16.0,2.0,23.0
Sutter,2020-04-12,,,,0.0,0.0,,,,,
Shasta,2020-04-07,,,,5.0,8.0,,,2.0,3.0,6.0
Siskiyou,2020-04-07,,,,0.0,1.0,,,0.0,1.0,5.0
Humboldt,2020-04-07,,,,2.0,7.0,,,0.0,0.0,4.0
Mariposa,2020-04-07,,,,0.0,3.0,,,0.0,0.0,
Placer,2020-04-07,,,,19.0,18.0,,,9.0,3.0,20.0
Marin,2020-04-07,,,,6.0,5.0,,,4.0,4.0,12.0
Modoc,2020-04-07,,,,0.0,1.0,,,0.0,0.0,
Del Norte,2020-04-07,,,,0.0,3.0,,,0.0,1.0,2.0
Sutter,2020-04-07,,,,0.0,0.0,,,,,
Trinity,2020-04-07,,,,0.0,0.0,,,0.0,0.0,
Kern,2020-04-08,,,,31.0,57.0,,,16.0,3.0,32.0
Kings,2020-04-08,,,,2.0,8.0,,,1.0,1.0,1.0
Mendocino,2020-04-08,,,,0.0,0.0,,,0.0,0.0,7.0
Fresno,2020-04-08,,,,22.0,63.0,,,10.0,8.0,64.0
Ventura,2020-04-08,,,,18.0,73.0,,,9.0,14.0,31.0
Tuolumne,2020-04-08,,,,0.0,0.0,,,0.0,0.0,1.0
Napa,2020-04-08,,,,0.0,7.0,,,0.0,1.0,5.0
Tulare,2020-04-08,,,,7.0,16.0,,,2.0,5.0,22.0
Orange,2020-04-08,,,,153.0,181.0,,,49.0,34.0,201.0
Alameda,2020-04-08,,,,84.0,69.0,,,45.0,18.0,111.0
San Bernardino,2020-04-08,,,,127.0,300.0,,,51.0,53.0,144.0
San Luis Obispo,2020-04-08,,,,2.0,13.0,,,2.0,11.0,22.0
Lassen,2020-04-08,,,,0.0,1.0,,,0.0,0.0,
El Dorado,2020-04-08,,,,16.0,3.0,,,0.0,1.0,10.0
San Francisco,2020-04-08,,,,90.0,116.0,,,36.0,17.0,55.0
Santa Clara,2020-04-08,,,,156.0,34.0,,,70.0,6.0,104.0
Colusa,2020-04-08,,,,0.0,0.0,,,0.0,0.0,6.0
Riverside,2020-04-08,,,,149.0,145.0,,,56.0,41.0,154.0
Imperial,2020-04-08,,,,16.0,7.0,,,8.0,3.0,3.0
Butte,2020-04-08,,,,1.0,15.0,,,1.0,7.0,4.0
Glenn,2020-04-08,,,,0.0,0.0,,,0.0,0.0,
San Benito,2020-04-08,,,,2.0,0.0,,,1.0,0.0,1.0
Sonoma,2020-04-08,,,,6.0,22.0,,,2.0,5.0,18.0
Humboldt,2020-04-08,,,,2.0,3.0,,,0.0,0.0,6.0
Solano,2020-04-08,,,,15.0,19.0,,,8.0,2.0,27.0
Madera,2020-04-08,,,,0.0,6.0,,,0.0,1.0,7.0
Calaveras,2020-04-08,,,,0.0,2.0,,,0.0,0.0,8.0
Shasta,2020-04-08,,,,4.0,5.0,,,2.0,2.0,10.0
Tehama,2020-04-08,,,,0.0,2.0,,,0.0,0.0,4.0
Del Norte,2020-04-08,,,,0.0,2.0,,,0.0,1.0,4.0
Sutter,2020-04-08,,,,0.0,0.0,,,,,
San Mateo,2020-04-09,,,,58.0,14.0,,,18.0,2.0,39.0
Yuba,2020-04-09,,,,3.0,18.0,,,2.0,4.0,6.0
Los Angeles,2020-04-09,,,,1309.0,734.0,,,522.0,154.0,571.0
Santa Cruz,2020-04-09,,,,4.0,14.0,,,2.0,5.0,7.0
Siskiyou,2020-04-09,,,,0.0,2.0,,,0.0,0.0,5.0
Ventura,2020-04-09,,,,18.0,69.0,,,8.0,13.0,29.0
Lassen,2020-04-09,,,,0.0,2.0,,,0.0,0.0,
Kern,2020-04-09,,,,27.0,35.0,,,16.0,9.0,25.0
Inyo,2020-04-09,,,,9.0,135.0,,,1.0,0.0,3.0
San Francisco,2020-04-09,,,,88.0,64.0,,,33.0,13.0,45.0
Imperial,2020-04-09,,,,14.0,10.0,,,7.0,3.0,1.0
Tehama,2020-04-09,,,,0.0,1.0,,,0.0,1.0,5.0
San Joaquin,2020-04-09,,,,29.0,18.0,,,12.0,7.0,16.0
Yolo,2020-04-09,,,,2.0,4.0,,,1.0,2.0,11.0
Nevada,2020-04-09,,,,2.0,4.0,,,2.0,1.0,4.0
Shasta,2020-04-09,,,,5.0,7.0,,,2.0,1.0,5.0
Marin,2020-04-09,,,,5.0,7.0,,,2.0,1.0,21.0
Humboldt,2020-04-09,,,,2.0,6.0,,,0.0,2.0,6.0
Amador,2020-04-09,,,,0.0,0.0,,,0.0,0.0,3.0
Sonoma,2020-04-09,,,,5.0,21.0,,,2.0,4.0,24.0
Solano,2020-04-09,,,,14.0,9.0,,,8.0,0.0,33.0
Monterey,2020-04-09,,,,17.0,26.0,,,5.0,0.0,22.0
Plumas,2020-04-09,,,,0.0,1.0,,,0.0,0.0,
Modoc,2020-04-09,,,,0.0,0.0,,,0.0,0.0,
Tulare,2020-04-09,,,,10.0,11.0,,,5.0,4.0,19.0
Butte,2020-04-09,,,,1.0,14.0,,,1.0,4.0,5.0
Kings,2020-04-09,,,,6.0,6.0,,,3.0,0.0,2.0
Napa,2020-04-09,,,,0.0,7.0,,,0.0,0.0,10.0
Colusa,2020-04-09,,,,0.0,0.0,,,0.0,1.0,5.0
Glenn,2020-04-09,,,,0.0,0.0,,,0.0,0.0,
Los Angeles,2020-04-10,,,,1288.0,741.0,,,509.0,142.0,677.0
Contra Costa,2020-04-10,,,,41.0,29.0,,,16.0,6.0,74.0
San Bernardino,2020-04-10,,,,156.0,295.0,,,66.0,58.0,134.0
Riverside,2020-04-10,,,,173.0,125.0,,,53.0,32.0,138.0
San Diego,2020-04-10,,,,224.0,117.0,,,94.0,12.0,153.0
Kern,2020-04-10,,,,33.0,38.0,,,15.0,5.0,45.0
Alameda,2020-04-10,,,,93.0,71.0,,,45.0,26.0,128.0
Santa Clara,2020-04-10,,,,151.0,44.0,,,67.0,5.0,99.0
San Mateo,2020-04-10,,,,56.0,12.0,,,18.0,3.0,41.0
San Francisco,2020-04-10,,,,85.0,46.0,,,32.0,12.0,125.0
San Joaquin,2020-04-10,,,,26.0,17.0,,,14.0,5.0,20.0
Ventura,2020-04-10,,,,19.0,76.0,,,8.0,13.0,30.0
Merced,2020-04-10,,,,0.0,2.0,,,0.0,1.0,4.0
Shasta,2020-04-10,,,,5.0,7.0,,,2.0,1.0,12.0
Sacramento,2020-04-10,,,,70.0,45.0,,,30.0,13.0,69.0
San Luis Obispo,2020-04-10,,,,2.0,3.0,,,2.0,3.0,24.0
Marin,2020-04-10,,,,6.0,26.0,,,1.0,1.0,17.0
Placer,2020-04-10,,,,16.0,11.0,,,9.0,3.0,9.0
Solano,2020-04-10,,,,18.0,9.0,,,9.0,3.0,31.0
Sutter,2020-04-10,,,,0.0,0.0,,,,,
Modoc,2020-04-10,,,,0.0,0.0,,,0.0,0.0,
Lake,2020-04-10,,,,0.0,1.0,,,0.0,0.0,2.0
San Benito,2020-04-10,,,,2.0,1.0,,,1.0,0.0,1.0
Madera,2020-04-10,,,,0.0,5.0,,,0.0,1.0,6.0
Butte,2020-04-10,,,,1.0,15.0,,,1.0,5.0,5.0
Tehama,2020-04-10,,,,0.0,1.0,,,0.0,0.0,8.0
Kings,2020-04-10,,,,8.0,0.0,,,3.0,0.0,1.0
Colusa,2020-04-10,,,,0.0,0.0,,,0.0,0.0,6.0
Mono,2020-04-10,,,,0.0,3.0,,,0.0,0.0,2.0
Mariposa,2020-04-10,,,,0.0,0.0,,,0.0,0.0,
Inyo,2020-04-10,,,,,,,,,,
Kern,2020-04-11,,,,32.0,52.0,,,17.0,4.0,41.0
Lake,2020-04-11,,,,0.0,0.0,,,0.0,0.0,0.0
Los Angeles,2020-04-11,,,,1342.0,889.0,,,555.0,135.0,609.0
Kings,2020-04-11,,,,10.0,0.0,,,4.0,0.0,1.0
Fresno,2020-04-11,,,,28.0,63.0,,,11.0,8.0,52.0
Ventura,2020-04-11,,,,20.0,33.0,,,9.0,11.0,16.0
Tuolumne,2020-04-11,,,,0.0,2.0,,,0.0,0.0,3.0
Napa,2020-04-11,,,,0.0,0.0,,,0.0,0.0,5.0
San Francisco,2020-04-11,,,,82.0,51.0,,,28.0,13.0,132.0
Contra Costa,2020-04-11,,,,39.0,38.0,,,15.0,15.0,75.0
Riverside,2020-04-11,,,,232.0,127.0,,,57.0,26.0,149.0
Santa Barbara,2020-04-11,,,,40.0,16.0,,,21.0,4.0,53.0
Humboldt,2020-04-11,,,,2.0,5.0,,,0.0,3.0,3.0
Sonoma,2020-04-11,,,,3.0,18.0,,,1.0,4.0,20.0
Mono,2020-04-11,,,,0.0,3.0,,,0.0,0.0,2.0
Shasta,2020-04-11,,,,5.0,3.0,,,2.0,0.0,12.0
Merced,2020-04-11,,,,0.0,2.0,,,0.0,1.0,3.0
Siskiyou,2020-04-11,,,,0.0,0.0,,,0.0,0.0,3.0
Imperial,2020-04-11,,,,4.0,5.0,,,3.0,3.0,0.0
Del Norte,2020-04-11,,,,0.0,2.0,,,0.0,1.0,5.0
San Bernardino,2020-04-13,,,,163.0,145.0,,,58.0,23.0,135.0
Humboldt,2020-04-13,,,,2.0,8.0,,,0.0,1.0,10.0
Imperial,2020-04-13,,,,19.0,8.0,,,7.0,1.0,6.0
Mariposa,2020-04-13,,,,0.0,3.0,,,0.0,0.0,
Ventura,2020-04-13,,,,21.0,56.0,,,9.0,9.0,35.0
Plumas,2020-04-13,,,,0.0,1.0,,,0.0,0.0,
Marin,2020-04-13,,,,2.0,20.0,,,2.0,1.0,12.0
Contra Costa,2020-04-03,,,,31.0,39.0,,,15.0,10.0,75.0
Trinity,2020-04-04,,,,0.0,0.0,,,0.0,0.0,
San Francisco,2020-04-12,,,,92.0,44.0,,,30.0,7.0,71.0
Inyo,2020-04-07,,,,9.0,121.0,,,1.0,0.0,3.0
Placer,2020-04-08,,,,18.0,15.0,,,10.0,2.0,19.0
Santa Clara,2020-04-09,,,,158.0,65.0,,,70.0,17.0,87.0
Lake,2020-04-09,,,,0.0,0.0,,,0.0,1.0,2.0
Yolo,2020-04-10,,,,3.0,2.0,,,1.0,1.0,7.0
Yuba,2020-04-10,,,,2.0,8.0,,,1.0,0.0,7.0
Tuolumne,2020-04-10,,,,0.0,0.0,,,0.0,1.0,0.0
Stanislaus,2020-04-11,,,,23.0,19.0,,,8.0,4.0,44.0
San Benito,2020-04-11,,,,2.0,2.0,,,0.0,0.0,2.0
Nevada,2020-04-11,,,,3.0,3.0,,,2.0,1.0,5.0
San Francisco,2020-04-13,,,,89.0,48.0,,,30.0,9.0,61.0
Yolo,2020-04-13,,,,4.0,0.0,,,2.0,0.0,14.0
Contra Costa,2020-04-13,,,,44.0,44.0,,,16.0,5.0,69.0
Santa Cruz,2020-04-13,,,,4.0,8.0,,,3.0,2.0,1.0
Sacramento,2020-04-13,,,,73.0,36.0,,,28.0,7.0,65.0
Placer,2020-04-13,,,,18.0,9.0,,,5.0,3.0,10.0
Alameda,2020-04-13,,,,85.0,81.0,,,40.0,21.0,58.0
Amador,2020-04-13,,,,0.0,0.0,,,0.0,0.0,3.0
Riverside,2020-04-13,,,,247.0,122.0,,,66.0,30.0,132.0
Monterey,2020-04-13,,,,22.0,19.0,,,4.0,2.0,21.0
Tehama,2020-04-13,,,,0.0,0.0,,,0.0,0.0,6.0
San Diego,2020-04-13,,,,231.0,98.0,,,99.0,22.0,169.0
Kern,2020-04-13,,,,39.0,32.0,,,18.0,1.0,49.0
San Luis Obispo,2020-04-13,,,,2.0,5.0,,,2.0,2.0,20.0
Calaveras,2020-04-13,,,,0.0,1.0,,,0.0,1.0,10.0
Kings,2020-04-13,,,,0.0,1.0,,,0.0,1.0,0.0
Tuolumne,2020-04-13,,,,0.0,0.0,,,0.0,0.0,6.0
Napa,2020-04-13,,,,0.0,1.0,,,0.0,0.0,9.0
Mono,2020-04-13,,,,0.0,1.0,,,0.0,0.0,2.0
Trinity,2020-04-13,,,,0.0,0.0,,,0.0,0.0,
El Dorado,2020-04-14,,,,20.0,3.0,,,0.0,0.0,12.0
Del Norte,2020-04-10,,,,0.0,3.0,,,0.0,0.0,4.0
Tulare,2020-04-11,,,,12.0,3.0,,,4.0,2.0,19.0
Solano,2020-04-11,,,,13.0,16.0,,,9.0,4.0,32.0
Los Angeles,2020-04-13,,,,1501.0,791.0,,,570.0,150.0,648.0
Del Norte,2020-04-13,,,,0.0,1.0,,,0.0,1.0,3.0
Shasta,2020-04-13,,,,3.0,0.0,,,2.0,0.0,6.0
Fresno,2020-04-14,,,,24.0,45.0,,,12.0,8.0,42.0
Plumas,2020-04-14,,,,0.0,1.0,,,0.0,0.0,
Humboldt,2020-04-14,,,,2.0,7.0,,,0.0,0.0,10.0
Mendocino,2020-04-14,,,,0.0,0.0,,,0.0,0.0,6.0
Alameda,2020-04-14,,,,92.0,106.0,,,34.0,21.0,61.0
Ventura,2020-04-14,,,,24.0,35.0,,,9.0,7.0,43.0
Siskiyou,2020-04-14,,,,0.0,0.0,,,0.0,0.0,2.0
Glenn,2020-04-14,,,,0.0,0.0,,,0.0,0.0,
San Joaquin,2020-04-14,,,,22.0,10.0,,,12.0,1.0,12.0
Yolo,2020-04-14,,,,3.0,0.0,,,2.0,0.0,12.0
Santa Clara,2020-04-14,,,,144.0,47.0,,,66.0,5.0,104.0
Merced,2020-04-14,,,,0.0,4.0,,,0.0,2.0,4.0
Placer,2020-04-14,,,,17.0,15.0,,,5.0,4.0,9.0
Sonoma,2020-04-14,,,,3.0,9.0,,,1.0,3.0,23.0
Sutter,2020-04-14,,,,0.0,0.0,,,,,
Amador,2020-04-14,,,,0.0,0.0,,,0.0,0.0,4.0
Lake,2020-04-14,,,,0.0,3.0,,,0.0,0.0,3.0
Madera,2020-04-14,,,,0.0,4.0,,,0.0,2.0,7.0
San Diego,2020-04-14,,,,231.0,100.0,,,99.0,20.0,160.0
Tulare,2020-04-14,,,,15.0,5.0,,,6.0,0.0,18.0
Napa,2020-04-14,,,,0.0,0.0,,,0.0,0.0,8.0
Butte,2020-04-14,,,,1.0,6.0,,,1.0,6.0,4.0
Monterey,2020-04-14,,,,18.0,13.0,,,3.0,0.0,25.0
San Benito,2020-04-14,,,,1.0,1.0,,,0.0,0.0,2.0
Colusa,2020-04-14,,,,0.0,0.0,,,0.0,0.0,6.0
Trinity,2020-04-14,,,,0.0,0.0,,,0.0,0.0,
Mono,2020-04-14,,,,0.0,1.0,,,0.0,0.0,2.0
Calaveras,2020-04-14,,,,0.0,1.0,,,0.0,0.0,12.0
Lassen,2020-04-14,,,,0.0,6.0,,,0.0,0.0,
Sonoma,2020-04-15,,,,3.0,13.0,,,1.0,7.0,25.0
Inyo,2020-04-15,,,,15.0,163.0,,,0.0,0.0,6.0
Humboldt,2020-04-15,,,,2.0,5.0,,,0.0,0.0,11.0
Shasta,2020-04-15,,,,1.0,1.0,,,1.0,0.0,13.0
Imperial,2020-04-15,,,,21.0,13.0,,,7.0,4.0,2.0
Trinity,2020-04-15,,,,0.0,0.0,,,0.0,0.0,
Mono,2020-04-15,,,,0.0,0.0,,,0.0,0.0,2.0
Tulare,2020-04-15,,,,18.0,3.0,,,7.0,0.0,22.0
Colusa,2020-04-15,,,,0.0,0.0,,,0.0,0.0,6.0
Kern,2020-04-15,,,,40.0,12.0,,,16.0,1.0,47.0
Marin,2020-04-15,,,,4.0,10.0,,,2.0,4.0,11.0
Santa Cruz,2020-04-15,,,,4.0,2.0,,,3.0,2.0,5.0
Fresno,2020-04-15,,,,25.0,33.0,,,12.0,2.0,44.0
Stanislaus,2020-04-15,,,,19.0,17.0,,,7.0,4.0,33.0
Yuba,2020-04-15,,,,0.0,2.0,,,0.0,2.0,8.0
Kings,2020-04-15,,,,8.0,0.0,,,2.0,0.0,3.0
Mendocino,2020-04-15,,,,0.0,0.0,,,0.0,0.0,8.0
Napa,2020-04-15,,,,0.0,0.0,,,0.0,0.0,8.0
San Mateo,2020-04-15,,,,53.0,18.0,,,14.0,4.0,27.0
Placer,2020-04-15,,,,13.0,11.0,,,2.0,4.0,12.0
San Francisco,2020-04-15,,,,87.0,84.0,,,25.0,7.0,76.0
Siskiyou,2020-04-15,,,,2.0,0.0,,,0.0,2.0,3.0
Tuolumne,2020-04-15,,,,0.0,0.0,,,0.0,0.0,3.0
Calaveras,2020-04-15,,,,0.0,0.0,,,0.0,0.0,10.0
Lassen,2020-04-15,,,,0.0,6.0,,,0.0,0.0,
San Bernardino,2020-04-16,,,,164.0,124.0,,,60.0,25.0,83.0
Alameda,2020-04-16,,,,73.0,82.0,,,31.0,9.0,66.0
Humboldt,2020-04-16,,,,1.0,5.0,,,4.0,2.0,-1.0
Plumas,2020-04-16,,,,0.0,0.0,,,0.0,0.0,
Kern,2020-04-16,,,,41.0,19.0,,,17.0,0.0,57.0
Fresno,2020-04-16,,,,33.0,33.0,,,12.0,4.0,48.0
Mendocino,2020-04-16,,,,0.0,0.0,,,0.0,0.0,8.0
Modoc,2020-04-16,,,,0.0,2.0,,,0.0,0.0,
Marin,2020-04-16,,,,5.0,7.0,,,2.0,1.0,15.0
San Francisco,2020-04-16,,,,84.0,35.0,,,31.0,9.0,64.0
Sacramento,2020-04-16,,,,64.0,54.0,,,25.0,13.0,43.0
Ventura,2020-04-16,,,,24.0,52.0,,,7.0,10.0,38.0
Inyo,2020-04-16,,,,0.0,3.0,,,0.0,1.0,5.0
Sonoma,2020-04-16,,,,3.0,10.0,,,1.0,3.0,28.0
San Mateo,2020-04-16,,,,54.0,18.0,,,13.0,3.0,26.0
Nevada,2020-04-16,,,,3.0,3.0,,,2.0,2.0,2.0
San Joaquin,2020-04-16,,,,21.0,16.0,,,11.0,2.0,28.0
Shasta,2020-04-16,,,,1.0,0.0,,,1.0,0.0,14.0
Stanislaus,2020-04-16,,,,18.0,19.0,,,6.0,3.0,25.0
Solano,2020-04-16,,,,9.0,15.0,,,6.0,4.0,28.0
Amador,2020-04-16,,,,0.0,0.0,,,0.0,0.0,5.0
Lake,2020-04-16,,,,1.0,0.0,,,0.0,0.0,1.0
San Benito,2020-04-16,,,,1.0,0.0,,,0.0,0.0,2.0
Lassen,2020-04-16,,,,0.0,5.0,,,0.0,0.0,
Tuolumne,2020-04-16,,,,0.0,0.0,,,0.0,0.0,2.0
El Dorado,2020-04-16,,,,0.0,5.0,,,0.0,0.0,14.0
Trinity,2020-04-16,,,,0.0,0.0,,,0.0,0.0,
Colusa,2020-04-16,,,,0.0,1.0,,,0.0,1.0,5.0
Mariposa,2020-04-16,,,,0.0,1.0,,,0.0,0.0,
San Diego,2020-04-17,,,,232.0,111.0,,,92.0,21.0,157.0
Stanislaus,2020-04-17,,,,15.0,17.0,,,7.0,2.0,22.0
San Bernardino,2020-04-17,,,,165.0,123.0,,,62.0,29.0,82.0
Napa,2020-04-17,,,,0.0,1.0,,,0.0,0.0,13.0
Humboldt,2020-04-17,,,,0.0,4.0,,,2.0,1.0,1.0
El Dorado,2020-04-17,,,,0.0,6.0,,,0.0,1.0,12.0
Fresno,2020-04-17,,,,31.0,29.0,,,12.0,2.0,52.0
Plumas,2020-04-17,,,,0.0,1.0,,,0.0,0.0,
Siskiyou,2020-04-17,,,,0.0,3.0,,,0.0,0.0,4.0
San Joaquin,2020-04-17,,,,23.0,23.0,,,10.0,3.0,26.0
Kern,2020-04-17,,,,36.0,16.0,,,18.0,1.0,59.0
Shasta,2020-04-17,,,,1.0,0.0,,,1.0,0.0,12.0
Sacramento,2020-04-17,,,,63.0,46.0,,,24.0,18.0,38.0
Santa Barbara,2020-04-17,,,,36.0,6.0,,,16.0,0.0,63.0
Contra Costa,2020-04-17,,,,34.0,46.0,,,13.0,11.0,59.0
Butte,2020-04-17,,,,1.0,9.0,,,0.0,6.0,7.0
Sonoma,2020-04-17,,,,2.0,6.0,,,1.0,3.0,33.0
Solano,2020-04-17,,,,10.0,11.0,,,5.0,1.0,36.0
Glenn,2020-04-17,,,,0.0,0.0,,,0.0,0.0,
Modoc,2020-04-17,,,,0.0,1.0,,,0.0,0.0,
Lake,2020-04-17,,,,0.0,6.0,,,0.0,1.0,3.0
Sutter,2020-04-17,,,,0.0,0.0,,,,,
Lassen,2020-04-17,,,,0.0,5.0,,,0.0,0.0,
Trinity,2020-04-17,,,,0.0,0.0,,,0.0,0.0,
Sacramento,2020-04-18,,,,65.0,46.0,,,22.0,17.0,58.0
Amador,2020-04-18,,,,0.0,0.0,,,0.0,0.0,3.0
Yolo,2020-04-18,,,,4.0,0.0,,,1.0,0.0,14.0
Tuolumne,2020-04-18,,,,0.0,0.0,,,0.0,0.0,1.0
Fresno,2020-04-18,,,,32.0,35.0,,,13.0,2.0,51.0
Mariposa,2020-04-18,,,,0.0,0.0,,,0.0,0.0,
Madera,2020-04-18,,,,0.0,7.0,,,0.0,0.0,7.0
San Luis Obispo,2020-04-18,,,,3.0,12.0,,,3.0,2.0,23.0
Ventura,2020-04-18,,,,25.0,21.0,,,9.0,3.0,21.0
Monterey,2020-04-18,,,,26.0,21.0,,,2.0,0.0,38.0
Santa Cruz,2020-04-18,,,,1.0,0.0,,,1.0,0.0,11.0
San Diego,2020-04-18,,,,223.0,97.0,,,90.0,18.0,164.0
Imperial,2020-04-18,,,,21.0,12.0,,,9.0,4.0,2.0
Mendocino,2020-04-18,,,,0.0,0.0,,,0.0,0.0,5.0
Lake,2020-04-18,,,,0.0,0.0,,,0.0,0.0,6.0
Napa,2020-04-18,,,,0.0,0.0,,,0.0,0.0,13.0
Del Norte,2020-04-18,,,,0.0,2.0,,,0.0,1.0,6.0
Kern,2020-04-18,,,,33.0,14.0,,,18.0,2.0,56.0
Tulare,2020-04-18,,,,27.0,0.0,,,9.0,0.0,11.0
Alameda,2020-04-18,,,,77.0,73.0,,,35.0,16.0,59.0
Contra Costa,2020-04-18,,,,35.0,44.0,,,13.0,8.0,79.0
Butte,2020-04-18,,,,1.0,4.0,,,0.0,2.0,11.0
Shasta,2020-04-18,,,,1.0,1.0,,,1.0,0.0,13.0
Siskiyou,2020-04-18,,,,0.0,1.0,,,0.0,1.0,4.0
Modoc,2020-04-18,,,,0.0,0.0,,,0.0,0.0,
Trinity,2020-04-18,,,,0.0,0.0,,,0.0,0.0,
Yuba,2020-04-18,,,,0.0,3.0,,,0.0,2.0,5.0
San Bernardino,2020-04-18,,,,122.0,92.0,,,46.0,19.0,105.0
Mono,2020-04-18,,,,0.0,0.0,,,0.0,0.0,2.0
Riverside,2020-04-18,,,,223.0,118.0,,,71.0,19.0,133.0
Alameda,2020-04-19,,,,84.0,63.0,,,37.0,5.0,61.0
Los Angeles,2020-04-19,,,,1649.0,503.0,,,559.0,109.0,550.0
San Bernardino,2020-04-19,,,,155.0,85.0,,,61.0,16.0,84.0
Monterey,2020-04-19,,,,25.0,6.0,,,2.0,0.0,26.0
San Benito,2020-04-19,,,,0.0,0.0,,,0.0,0.0,3.0
San Joaquin,2020-04-19,,,,20.0,16.0,,,9.0,2.0,24.0
San Francisco,2020-04-19,,,,73.0,34.0,,,27.0,10.0,76.0
Shasta,2020-04-19,,,,1.0,0.0,,,1.0,0.0,11.0
San Diego,2020-04-19,,,,226.0,94.0,,,92.0,26.0,150.0
Humboldt,2020-04-19,,,,0.0,3.0,,,0.0,0.0,7.0
Sonoma,2020-04-19,,,,2.0,8.0,,,0.0,2.0,22.0
Mendocino,2020-04-19,,,,0.0,0.0,,,0.0,0.0,5.0
Tulare,2020-04-19,,,,3.0,0.0,,,3.0,0.0,7.0
Yuba,2020-04-19,,,,0.0,2.0,,,0.0,2.0,5.0
Amador,2020-04-19,,,,0.0,0.0,,,0.0,0.0,2.0
Del Norte,2020-04-19,,,,0.0,0.0,,,0.0,0.0,3.0
Sutter,2020-04-19,,,,0.0,0.0,,,,,
Imperial,2020-04-19,,,,25.0,8.0,,,11.0,2.0,1.0
Butte,2020-04-19,,,,1.0,3.0,,,0.0,1.0,11.0
Tehama,2020-04-19,,,,0.0,0.0,,,0.0,0.0,5.0
Calaveras,2020-04-19,,,,0.0,0.0,,,0.0,0.0,11.0
Sacramento,2020-04-20,,,,69.0,32.0,,,33.0,8.0,62.0
El Dorado,2020-04-20,,,,0.0,4.0,,,0.0,0.0,13.0
San Joaquin,2020-04-20,,,,30.0,23.0,,,16.0,4.0,18.0
Yolo,2020-04-20,,,,5.0,1.0,,,0.0,0.0,14.0
Tuolumne,2020-04-20,,,,0.0,0.0,,,0.0,0.0,2.0
Mariposa,2020-04-20,,,,0.0,1.0,,,0.0,0.0,
Merced,2020-04-20,,,,0.0,1.0,,,0.0,1.0,6.0
Ventura,2020-04-20,,,,29.0,18.0,,,8.0,2.0,27.0
Placer,2020-04-18,,,,11.0,17.0,,,1.0,2.0,6.0
Santa Barbara,2020-04-20,,,,30.0,9.0,,,20.0,2.0,61.0
Santa Clara,2020-04-20,,,,149.0,42.0,,,68.0,8.0,115.0
Monterey,2020-04-20,,,,24.0,7.0,,,2.0,1.0,23.0
Sonoma,2020-04-20,,,,2.0,12.0,,,0.0,6.0,29.0
Mendocino,2020-04-20,,,,0.0,0.0,,,0.0,0.0,7.0
Napa,2020-04-20,,,,1.0,2.0,,,1.0,0.0,8.0
Marin,2020-04-20,,,,6.0,4.0,,,2.0,1.0,11.0
Kern,2020-04-20,,,,34.0,11.0,,,13.0,1.0,51.0
Butte,2020-04-20,,,,1.0,2.0,,,0.0,1.0,9.0
Plumas,2020-04-20,,,,0.0,0.0,,,0.0,0.0,
Lassen,2020-04-20,,,,0.0,1.0,,,0.0,0.0,
Modoc,2020-04-20,,,,0.0,0.0,,,0.0,0.0,
Tehama,2020-04-20,,,,0.0,0.0,,,0.0,0.0,6.0
Yuba,2020-04-20,,,,0.0,1.0,,,0.0,1.0,7.0
Sutter,2020-04-20,,,,0.0,0.0,,,,,
Kings,2020-04-20,,,,8.0,0.0,,,3.0,0.0,3.0
Los Angeles,2020-04-24,,,,1860.0,544.0,2404.0,20346.0,600.0,87.0,1361.0
